id,pred
2017_1345_1455,0.5000
2017_1345_1457,0.5000
2017_1345_1458,0.5696
2017_1345_1462,0.3179
2017_1348_1355,0.5000
2017_1348_1371,0.3383
2017_1348_1374,0.4786
2017_1348_1376,0.5000
2017_1348_1388,0.4555
2017_1348_1407,0.6067
2017_1348_1411,0.5000
2017_1348_1413,0.5000
2017_1348_1417,0.5000
2017_1348_1423,0.5000
2017_1348_1425,0.5485
2017_1348_1433,0.5517
2017_1348_1435,0.5000
2017_1348_1436,0.6129
2017_1348_1437,0.5811
2017_1348_1438,0.5000
2017_1348_1439,0.3684
2017_1348_1448,0.5000
2017_1348_1452,0.5000
2017_1348_1455,0.5000
2017_1348_1457,0.5000
2017_1348_1458,0.5000
2017_1348_1462,0.3204
2017_1355_1371,0.5000
2017_1355_1374,0.5000
2017_1355_1376,0.5000
2017_1355_1388,0.5000
2017_1355_1407,0.5000
2017_1355_1411,0.5000
2017_1355_1413,0.5000
2017_1355_1417,0.5000
2017_1355_1423,0.5000
2017_1355_1425,0.5000
2017_1355_1433,0.6907
2017_1355_1435,0.5000
2017_1355_1436,0.5000
2017_1355_1437,0.5000
2017_1355_1438,0.5000
2017_1355_1439,0.5000
2017_1355_1448,0.5000
2017_1355_1452,0.5000
2017_1355_1455,0.6685
2017_1355_1457,0.5000
2017_1355_1458,0.5000
2017_1355_1462,0.5000
2017_1371_1374,0.5000
2017_1371_1376,0.5437
2017_1371_1388,0.5317
2017_1371_1407,0.5959
2017_1371_1411,0.5000
2017_1371_1413,0.5000
2017_1371_1417,0.5000
2017_1371_1423,0.5000
2017_1371_1425,0.5133
2017_1371_1433,0.4635
2017_1371_1435,0.5000
2017_1371_1436,0.5000
2017_1371_1437,0.3640
2017_1371_1438,0.4686
2017_1371_1439,0.4864
2017_1371_1448,0.6132
2017_1371_1452,0.4523
2017_1371_1455,0.4553
2017_1371_1457,0.5000
2017_1371_1458,0.5000
2017_1371_1462,0.5526
2017_1374_1376,0.5000
2017_1374_1388,0.5000
2017_1374_1407,0.5000
2017_1374_1411,0.6299
2017_1374_1413,0.5000
2017_1374_1417,0.6312
2017_1374_1423,0.5000
2017_1374_1425,0.5055
2017_1374_1433,0.5000
2017_1374_1435,0.5000
2017_1374_1436,0.5000
2017_1374_1437,0.5000
2017_1374_1438,0.5375
2017_1374_1439,0.5000
2017_1374_1448,0.4206
2017_1374_1452,0.5000
2017_1374_1455,0.5000
2017_1374_1457,0.5000
2017_1374_1458,0.5000
2017_1374_1462,0.5000
2017_1376_1388,0.4651
2017_1376_1407,0.5000
2017_1376_1411,0.5000
2017_1376_1413,0.5000
2017_1376_1417,0.5000
2017_1376_1423,0.5000
2017_1376_1425,0.4270
2017_1376_1433,0.5000
2017_1376_1435,0.4570
2017_1376_1436,0.5204
2017_1376_1437,0.5000
2017_1376_1438,0.5000
2017_1376_1439,0.5000
2017_1376_1448,0.5000
2017_1376_1452,0.5000
2017_1376_1455,0.5000
2017_1376_1457,0.6680
2017_1376_1458,0.5000
2017_1376_1462,0.5000
2017_1388_1407,0.5000
2017_1388_1411,0.5000
2017_1388_1413,0.8213
2017_1388_1417,0.5000
2017_1388_1423,0.5000
2017_1388_1425,0.3374
2017_1388_1433,0.5000
2017_1388_1435,0.3680
2017_1388_1436,0.5000
2017_1388_1437,0.4767
2017_1388_1438,0.5000
2017_1388_1439,0.5000
2017_1388_1448,0.5000
2017_1388_1452,0.5000
2017_1388_1455,0.5000
2017_1388_1457,0.5000
2017_1388_1458,0.5000
2017_1388_1462,0.5000
2017_1407_1411,0.5000
2017_1407_1413,0.5000
2017_1407_1417,0.5000
2017_1407_1423,0.5184
2017_1407_1425,0.5103
2017_1407_1433,0.5000
2017_1407_1435,0.5000
2017_1407_1436,0.5000
2017_1407_1437,0.5000
2017_1407_1438,0.5000
2017_1407_1439,0.5000
2017_1407_1448,0.5000
2017_1407_1452,0.5000
2017_1407_1455,0.5000
2017_1407_1457,0.2441
2017_1407_1458,0.5000
2017_1407_1462,0.3768
2017_1411_1413,0.5000
2017_1411_1417,0.5000
2017_1411_1423,0.5000
2017_1411_1425,0.5000
2017_1411_1433,0.5000
2017_1411_1435,0.5000
2017_1411_1436,0.5000
2017_1411_1437,0.5000
2017_1411_1438,0.5000
2017_1411_1439,0.5000
2017_1411_1448,0.5000
2017_1411_1452,0.5000
2017_1411_1455,0.3756
2017_1411_1457,0.5000
2017_1411_1458,0.6991
2017_1411_1462,0.5000
2017_1413_1417,0.4110
2017_1413_1423,0.5000
2017_1413_1425,0.5000
2017_1413_1433,0.5000
2017_1413_1435,0.5000
2017_1413_1436,0.5000
2017_1413_1437,0.5000
2017_1413_1438,0.5000
2017_1413_1439,0.5000
2017_1413_1448,0.5000
2017_1413_1452,0.5000
2017_1413_1455,0.5000
2017_1413_1457,0.5000
2017_1413_1458,0.5000
2017_1413_1462,0.5000
2017_1417_1423,0.5000
2017_1417_1425,0.5617
2017_1417_1433,0.4993
2017_1417_1435,0.5000
2017_1417_1436,0.4988
2017_1417_1437,0.3689
2017_1417_1438,0.5000
2017_1417_1439,0.5000
2017_1417_1448,0.3830
2017_1417_1452,0.3845
2017_1417_1455,0.5000
2017_1417_1457,0.5000
2017_1417_1458,0.5000
2017_1417_1462,0.5132
2017_1423_1425,0.5000
2017_1423_1433,0.3222
2017_1423_1435,0.5000
2017_1423_1436,0.3889
2017_1423_1437,0.5000
2017_1423_1438,0.5529
2017_1423_1439,0.5000
2017_1423_1448,0.4469
2017_1423_1452,0.5000
2017_1423_1455,0.5000
2017_1423_1457,0.5000
2017_1423_1458,0.5493
2017_1423_1462,0.5000
2017_1425_1433,0.5225
2017_1425_1435,0.5000
2017_1425_1436,0.5537
2017_1425_1437,0.5613
2017_1425_1438,0.5000
2017_1425_1439,0.5000
2017_1425_1448,0.5670
2017_1425_1452,0.5000
2017_1425_1455,0.6088
2017_1425_1457,0.5000
2017_1425_1458,0.5000
2017_1425_1462,0.5441
2017_1433_1435,0.4774
2017_1433_1436,0.5000
2017_1433_1437,0.4476
2017_1433_1438,0.4766
2017_1433_1439,0.6448
2017_1433_1448,0.4489
2017_1433_1452,0.5000
2017_1433_1455,0.5390
2017_1433_1457,0.7051
2017_1433_1458,0.4442
2017_1433_1462,0.4608
2017_1435_1436,0.5000
2017_1435_1437,0.4027
2017_1435_1438,0.5000
2017_1435_1439,0.5000
2017_1435_1448,0.5713
2017_1435_1452,0.5139
2017_1435_1455,0.3580
2017_1435_1457,0.5000
2017_1435_1458,0.3941
2017_1435_1462,0.4723
2017_1436_1437,0.5000
2017_1436_1438,0.4032
2017_1436_1439,0.5000
2017_1436_1448,0.5000
2017_1436_1452,0.5000
2017_1436_1455,0.5000
2017_1436_1457,0.5000
2017_1436_1458,0.5000
2017_1436_1462,0.5000
2017_1437_1438,0.5153
2017_1437_1439,0.5427
2017_1437_1448,0.6710
2017_1437_1452,0.4805
2017_1437_1455,0.5000
2017_1437_1457,0.5000
2017_1437_1458,0.5000
2017_1437_1462,0.5967
2017_1438_1439,0.5565
2017_1438_1448,0.5847
2017_1438_1452,0.5418
2017_1438_1455,0.5133
2017_1438_1457,0.6178
2017_1438_1458,0.5476
2017_1438_1462,0.4236
2017_1439_1448,0.5514
2017_1439_1452,0.4286
2017_1439_1455,0.5000
2017_1439_1457,0.6564
2017_1439_1458,0.4849
2017_1439_1462,0.5829
2017_1448_1452,0.3313
2017_1448_1455,0.5000
2017_1448_1457,0.2418
2017_1448_1458,0.7050
2017_1448_1462,0.4065
2017_1452_1455,0.5000
2017_1452_1457,0.6386
2017_1452_1458,0.4024
2017_1452_1462,0.4838
2017_1455_1457,0.5000
2017_1455_1458,0.5000
2017_1455_1462,0.5000
2017_1457_1458,0.5581
2017_1457_1462,0.5000
2017_1458_1462,0.4676
